"Day ","Items ","Note ","Amount "
"78","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 8366","2200"
"78","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"78","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"78","Rental Expense","Cash Payment - Rental - Miami","1800"
"78","Rental Expense","Cash Payment - Rental - New York","1340"
"78","Rental Expense","Cash Payment - Rental - Detroit","500"
"78","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","410"
"78","Rental Expense","Cash Payment - Rental - Chicago","740"
"78","Rental Expense","Cash Payment - Rental - Washington, D.C.","2440"
"77","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"77","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"77","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"77","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Sparkling Wine","1000"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Red Wine","1000"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - White Wine","1000"
"77","Salary Expense","Cash Payment - Salary Expense","31332"
"77","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11246","367"
"77","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11254","204"
"77","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11272","174"
"77","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"77","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"77","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 8200","3300"
"77","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"77","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","270"
"77","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"77","Rental Expense","Cash Payment - Rental - Miami","1800"
"77","Rental Expense","Cash Payment - Rental - New York","1340"
"77","Rental Expense","Cash Payment - Rental - Detroit","500"
"77","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","246"
"77","Rental Expense","Cash Payment - Rental - Chicago","740"
"77","Rental Expense","Cash Payment - Rental - Washington, D.C.","2440"
"76","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"76","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"76","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"76","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"76","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"76","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"76","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"76","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"76","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"76","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"76","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Sparkling Wine","1000"
"76","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Red Wine","1000"
"76","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - White Wine","1000"
"76","Salary Expense","Cash Payment - Salary Expense","31332"
"76","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11077","155"
"76","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 282","15000"
"76","Shipping Expense","Cash Payment - Move Stock ID: 10796","24792"
"76","Shipping Expense","Cash Payment - Move Stock ID: 10982","57160"
"76","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 8334","4400"
"76","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","390"
"76","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"76","Rental Expense","Cash Payment - Rental - Miami","1800"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","231"
"76","Rental Expense","Cash Payment - Rental - New York","1340"
"76","Rental Expense","Cash Payment - Rental - Detroit","500"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","328"
"76","Rental Expense","Cash Payment - Rental - Chicago","740"
"76","Rental Expense","Cash Payment - Rental - Washington, D.C.","2440"
"75","Human Resource Expense","Counselled","2000"
"75","Human Resource Expense","Counselled","2000"
"75","Human Resource Expense","Counselled","2000"
"75","Human Resource Expense","Counselled","2000"
"75","Human Resource Expense","Counselled","2000"
"75","Human Resource Expense","Counselled","2000"
"75","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"75","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"75","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"75","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"75","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"75","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"75","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"75","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"75","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"75","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"75","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Sparkling Wine","1000"
"75","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Red Wine","1000"
"75","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - White Wine","1000"
"75","Salary Expense","Cash Payment - Salary Expense","31290"
"75","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10916","268"
"75","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"75","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","570"
"75","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"75","Rental Expense","Cash Payment - Rental - Miami","1800"
"75","Rental Expense","Cash Payment - Rental - New York","1340"
"75","Rental Expense","Cash Payment - Rental - Detroit","500"
"75","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","410"
"75","Rental Expense","Cash Payment - Rental - Chicago","740"
"75","Rental Expense","Cash Payment - Rental - Washington, D.C.","2440"
"74","Human Resource Expense","Counselled","2000"
"74","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"74","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"74","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"74","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"74","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"74","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"74","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"74","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"74","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"74","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"74","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Sparkling Wine","1000"
"74","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Red Wine","1000"
"74","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - White Wine","1000"
"74","Salary Expense","Cash Payment - Salary Expense","31290"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10754","184"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10767","220"
"74","Shipping Expense","Cash Payment - Move Stock ID: 10625","57160"
"74","Shipping Expense","Cash Payment - Move Stock ID: 10766","180812"
"74","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 7430","5500"
"74","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","720"
"74","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"74","Rental Expense","Cash Payment - Rental - Miami","1800"
"74","Rental Expense","Cash Payment - Rental - New York","1340"
"74","Rental Expense","Cash Payment - Rental - Detroit","500"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","492"
"74","Rental Expense","Cash Payment - Rental - Chicago","740"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","68"
"74","Rental Expense","Cash Payment - Rental - Washington, D.C.","2440"
"73","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"73","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"73","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"73","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"73","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"73","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"73","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"73","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"73","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"73","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"73","Salary Expense","Cash Payment - Salary Expense","31290"
"73","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10549","87"
"73","Shipping Expense","Cash Payment - Move Stock ID: 10330","24792"
"73","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"73","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","930"
"73","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"73","Rental Expense","Cash Payment - Rental - Miami","1800"
"73","Rental Expense","Cash Payment - Rental - New York","1340"
"73","Rental Expense","Cash Payment - Rental - Detroit","500"
"73","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","615"
"73","Rental Expense","Cash Payment - Rental - Chicago","740"
"73","Rental Expense","Cash Payment - Rental - Washington, D.C.","2440"
"72","Human Resource Expense","Cash Payment - Staff Recruiting - Washington, D.C.","60000"
"72","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"72","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"72","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"72","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"72","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"72","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"72","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"72","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"72","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"72","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"72","Salary Expense","Cash Payment - Salary Expense","31198"
"72","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10399","16"
"72","Shipping Expense","Cash Payment - Move Stock ID: 10331","57160"
"72","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"72","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","390"
"72","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"72","Rental Expense","Cash Payment - Rental - Miami","1800"
"72","Rental Expense","Cash Payment - Rental - New York","1340"
"72","Rental Expense","Cash Payment - Rental - Detroit","500"
"72","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","656"
"72","Rental Expense","Cash Payment - Rental - Chicago","1480"
"72","Rental Expense","Cash Payment - Rental - Washington, D.C.","2440"
"71","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"71","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"71","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"71","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"71","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"71","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"71","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"71","Salary Expense","Cash Payment - Salary Expense","29430"
"71","Shipping Expense","Cash Payment - Move Stock ID: 10012","169920"
"71","Shipping Expense","Cash Payment - Move Stock ID: 10126","65888"
"71","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 7413","5500"
"71","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"71","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"71","Rental Expense","Cash Payment - Rental - Miami","1800"
"71","Rental Expense","Cash Payment - Rental - New York","1340"
"71","Rental Expense","Cash Payment - Rental - Detroit","500"
"71","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","779"
"71","Rental Expense","Cash Payment - Rental - Chicago","1480"
"70","Human Resource Expense","Counselled","2000"
"70","Human Resource Expense","Counselled","2000"
"70","Human Resource Expense","Counselled","2000"
"70","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"70","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"70","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"70","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"70","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"70","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"70","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"70","Salary Expense","Cash Payment - Salary Expense","28530"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10071","12"
"70","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"70","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"70","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"70","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"70","Rental Expense","Cash Payment - Rental - Miami","1800"
"70","Rental Expense","Cash Payment - Rental - New York","1340"
"70","Rental Expense","Cash Payment - Rental - Detroit","500"
"70","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","410"
"70","Rental Expense","Cash Payment - Rental - Chicago","1480"
"69","Human Resource Expense","Counselled","2000"
"69","Human Resource Expense","Counselled","2000"
"69","Human Resource Expense","Counselled","2000"
"69","Human Resource Expense","Counselled","2000"
"69","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"69","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"69","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"69","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"69","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"69","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"69","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"69","Salary Expense","Cash Payment - Salary Expense","28530"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9763","66"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9911","210"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9939","246"
"69","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 282","15000"
"69","Shipping Expense","Cash Payment - Move Stock ID: 9863","57160"
"69","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"69","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"69","Rental Expense","Cash Payment - Rental - Miami","1800"
"69","Rental Expense","Cash Payment - Rental - New York","1340"
"69","Rental Expense","Cash Payment - Rental - Detroit","500"
"69","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","451"
"69","Rental Expense","Cash Payment - Rental - Chicago","1480"
"68","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"68","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"68","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"68","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"68","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"68","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"68","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1700"
"68","Salary Expense","Cash Payment - Salary Expense","28530"
"68","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"68","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"68","Rental Expense","Cash Payment - Rental - Miami","1800"
"68","Rental Expense","Cash Payment - Rental - New York","1340"
"68","Rental Expense","Cash Payment - Rental - Detroit","500"
"68","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","533"
"68","Rental Expense","Cash Payment - Rental - Chicago","1480"
"67","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"67","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"67","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"67","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"67","Salary Expense","Cash Payment - Salary Expense","28530"
"67","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"67","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"67","Rental Expense","Cash Payment - Rental - Miami","1800"
"67","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","231"
"67","Rental Expense","Cash Payment - Rental - New York","1340"
"67","Rental Expense","Cash Payment - Rental - Detroit","500"
"67","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","574"
"67","Rental Expense","Cash Payment - Rental - Chicago","1480"
"66","Human Resource Expense","Counselled","2000"
"66","Human Resource Expense","Counselled","2000"
"66","Human Resource Expense","Counselled","2000"
"66","Human Resource Expense","Counselled","2000"
"66","Human Resource Expense","Counselled","2000"
"66","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"66","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"66","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"66","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"66","Salary Expense","Cash Payment - Salary Expense","28530"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9274","26"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9402","92"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9413","81"
"66","Shipping Expense","Cash Payment - Move Stock ID: 9073","86068"
"66","Shipping Expense","Cash Payment - Move Stock ID: 9161","86414"
"66","Shipping Expense","Cash Payment - Move Stock ID: 9162","22561"
"66","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"66","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"66","Rental Expense","Cash Payment - Rental - Miami","1800"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","770"
"66","Rental Expense","Cash Payment - Rental - New York","1340"
"66","Rental Expense","Cash Payment - Rental - Detroit","500"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","656"
"66","Rental Expense","Cash Payment - Rental - Chicago","1480"
"65","Human Resource Expense","Counselled","2000"
"65","Human Resource Expense","Counselled","2000"
"65","Human Resource Expense","Counselled","2000"
"65","Human Resource Expense","Counselled","2000"
"65","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"65","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"65","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"65","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"65","Salary Expense","Cash Payment - Salary Expense","28490"
"65","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 6425","3300"
"65","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"65","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"65","Rental Expense","Cash Payment - Rental - Miami","1800"
"65","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","385"
"65","Rental Expense","Cash Payment - Rental - New York","1340"
"65","Rental Expense","Cash Payment - Rental - Detroit","500"
"65","Rental Expense","Cash Payment - Rental - Chicago","1480"
"64","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"64","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"64","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"64","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"64","Salary Expense","Cash Payment - Salary Expense","28490"
"64","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8976","47"
"64","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"64","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"64","Rental Expense","Cash Payment - Rental - Miami","1800"
"64","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","616"
"64","Rental Expense","Cash Payment - Rental - New York","1340"
"64","Rental Expense","Cash Payment - Rental - Detroit","500"
"64","Rental Expense","Cash Payment - Rental - Chicago","1480"
"63","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
